Date,120GB_Forecast,120GB_CI_Lo_80,120GB_CI_Hi_80,120GB_CI_Lo_95,120GB_CI_Hi_95,1TB_Forecast,1TB_CI_Lo_80,1TB_CI_Hi_80,1TB_CI_Lo_95,1TB_CI_Hi_95,240GB_Forecast,240GB_CI_Lo_80,240GB_CI_Hi_80,240GB_CI_Lo_95,240GB_CI_Hi_95,250GB_Forecast,250GB_CI_Lo_80,250GB_CI_Hi_80,250GB_CI_Lo_95,250GB_CI_Hi_95,256GB_Forecast,256GB_CI_Lo_80,256GB_CI_Hi_80,256GB_CI_Lo_95,256GB_CI_Hi_95,2TB_Forecast,2TB_CI_Lo_80,2TB_CI_Hi_80,2TB_CI_Lo_95,2TB_CI_Hi_95,480GB_Forecast,480GB_CI_Lo_80,480GB_CI_Hi_80,480GB_CI_Lo_95,480GB_CI_Hi_95,4TB_Forecast,4TB_CI_Lo_80,4TB_CI_Hi_80,4TB_CI_Lo_95,4TB_CI_Hi_95,500GB_Forecast,500GB_CI_Lo_80,500GB_CI_Hi_80,500GB_CI_Lo_95,500GB_CI_Hi_95,512GB_Forecast,512GB_CI_Lo_80,512GB_CI_Hi_80,512GB_CI_Lo_95,512GB_CI_Hi_95
2028-01-01,277.1968948363851,225.81331247569756,328.5804771970727,198.51578434658228,355.878005326188,221.35922205171636,81.29808553477895,361.4203585686538,6.8906067601559755,435.82783734327677,91.5265097511779,37.58108499568625,145.47193450666956,8.922578094331314,174.13044140802447,136.64189569227682,75.35939526218915,197.9243961223645,42.80306690870508,230.48072447584855,55.557886928430534,24.031826643571133,87.08394721328993,7.283607117239576,103.8321667396215,431.4252892419528,210.13174187578704,652.7188366081185,92.5695448375115,770.281033646394,156.93475640192057,59.023609397489864,254.84590340635128,7.008312551386069,306.8612002524551,746.5447229495948,336.9484003356664,1156.1410455635232,119.35035394701697,1373.7390919521727,484.04817967608636,383.4760050724254,584.6203542797473,330.04703731423047,638.0493220379423,89.35553133201819,25.160995696512018,153.55006696752434,0.0,187.65341402388702
2028-02-01,297.17174323438235,244.57896996802026,349.76451650074443,216.6390591702654,377.7044272984993,220.11252114034917,76.75537751892674,363.4696647617716,0.5968949700460655,439.62814731065225,91.08811804955678,35.87321549551063,146.30302060360293,6.540298513673605,175.63593758543996,137.09179742601702,74.36715849968954,199.8164363523445,41.044694070078066,233.13890078195598,55.692760289783614,23.424808847538422,87.96071173202881,6.282459643845662,105.10306093572157,433.6074331889777,207.10626633296602,660.1086000449894,86.77752144070985,780.4373449372456,154.85043964892606,54.63518570833712,255.06569358951498,1.3958320523992427,308.3050472454529,746.5164490697296,327.2812471572372,1165.751650982222,104.56254614122565,1388.4703519982336,515.5719777294097,412.63307520785054,618.5108802509689,357.9467832432723,673.1971722155471,89.49435481510113,23.789152832130625,155.19955679807163,0.0,190.10544535152474
2028-03-01,319.39248832313035,265.61770739864517,373.16726924761554,237.04985503251237,401.73512161374833,218.8665870040073,72.28753225139235,365.44564175662225,0.0,443.315764593949,90.61374989588248,34.15790807189395,147.069591719871,4.16574210290004,177.06175768886493,137.51127893147532,73.37692154081756,201.64563632213307,39.305544177030626,235.71701368592,55.721115756804366,22.727951260600037,88.7142802530087,5.2003326219914925,106.24189889161724,435.7270697478286,204.13535342712717,667.31878606853,81.10225413175453,790.3518853639026,152.486106959771,50.01854361882778,254.95367030071424,0.0,309.3895633255903,747.9478024751489,319.2904083404355,1176.6051966098623,91.5661677063689,1404.329437243929,550.3249919923142,445.07256684126685,655.5774171433615,389.1572159797729,711.4927680048554,89.60928625154503,22.42737849515848,156.79119400793158,0.0,192.48158250351193
2028-04-01,344.0724944811078,289.141134338601,399.00385462361464,259.95884926289426,428.18613969932136,217.46633830842248,67.73468515169327,367.1979914651517,0.0,446.74293220466404,90.08113962006573,32.41105475748196,147.7512244826495,1.7738221742343399,178.38845706589711,137.85512239926751,72.34137370949188,203.36887108904315,37.53719471804857,238.17305008048646,55.531304764627635,21.828528667277702,89.23408086197756,3.923928865560555,107.13868066369471,437.4280406899152,200.85528750476573,674.0007938750646,75.1760123751551,799.6800690046753,149.74606798805704,45.07464900616064,254.41748696995342,0.0,310.02417830408586,749.7520207986705,311.87513334042836,1187.6289082569126,79.25303687823725,1420.2510047191038,588.6012520404657,481.0850748948352,696.1174291860963,423.967105786219,753.2353982947125,89.58047626043017,20.95363098868313,158.20732153217722,0.0,194.6653330827928
2028-05-01,371.4227127464962,315.3586280689132,427.48679742407916,285.5745830839473,457.2708424090451,215.8341801594114,63.01495158550446,368.6534087333183,0.0,449.83862391320645,89.48198608293725,30.62270219279793,148.34126997307658,0.0,179.61026453971309,138.10338456045116,71.23869479925102,204.9680743216513,35.71682836361346,240.48994075728888,55.059405586968396,20.66165377289476,89.45715740104202,2.387848121668142,107.73096305226865,438.48087925562896,197.02982411021227,679.9319344010456,68.75895106420967,808.2028074470483,146.61347653320718,39.78365688374231,253.44329618267204,0.0,310.1966378714502,750.9052035111521,303.9989766649903,1197.8114303573138,66.58004365296699,1435.2303633693373,630.7627709473654,521.0295321550816,740.4960097396493,462.73374904668094,798.7917928480499,89.33335064506718,19.291369989770246,159.3753313003641,0.0,196.58513352349064
2028-06-01,401.66387285428743,344.48950049774464,458.8382452108302,314.11561518333133,489.21213052524354,213.98309905495398,58.13745334484446,369.8287447650635,0.0,452.6217440485592,88.82496727788013,28.80003985549657,148.8498947002637,0.0,180.73813739340494,138.26470285382285,70.07583128128543,206.45357442636026,33.850493258374925,242.6789124492708,54.30121085108179,19.222249306345176,89.3801723958184,0.5865509857038447,108.01587071645974,438.81763473008203,192.5849063772726,685.0503630828914,61.773769439842624,815.8615000203215,143.16377952608974,34.2183125208459,252.10924653133358,0.0,309.9865258778694,750.684272069789,294.9275577828485,1206.4409863567296,52.80680331791143,1448.5617408216667,677.2500842746788,565.3436990963604,789.1564694529972,505.89343197037886,848.6067365789787,88.85163692835096,17.422551701941472,160.28072215476044,0.0,198.22742368129047
2028-07-01,435.0426014444418,376.77909555959127,493.30610732929233,345.82660805826447,524.2585948306191,212.00589794770212,53.19149698960908,370.8202989057952,0.0,455.1904494147821,88.12157669920906,26.953214582304085,149.28993881611405,0.0,181.7856311907198,138.37211329089607,68.88428935165858,207.85993723013354,31.968882883938676,244.77534369785346,53.30955171546486,17.562359430592828,89.05674400033689,0.0,108.04743990167518,438.52643933362896,187.60314230184304,689.4497363654149,54.300140753706785,822.7527379135511,139.55637518080636,28.535569943030453,250.57718041858226,0.0,309.55698320115073,748.8125229631636,284.37394829329094,1213.2510976330364,37.64095549992112,1459.984090426406,728.5830295963015,614.5449026759073,842.6211565166956,553.9621477494479,903.203911443155,88.17574187240953,15.38598037777109,160.96550336704797,0.0,199.63506416107464
2028-08-01,443.41695859334993,384.0843083776094,502.7496088090905,352.5638379504972,534.2700792362026,210.04442202033826,48.31575227822077,371.77309176245575,0.0,457.69144756295566,87.40704674554974,25.116235737286118,149.69785775381337,0.0,182.7898511019534,138.4728148258927,67.70987858604374,209.23575106574165,30.11706870862399,246.8285609431614,52.178098004026204,15.774939220122313,88.5812567879301,0.0,107.92043489187904,437.80928664887097,182.28150836530494,693.337064932437,46.53237615216051,829.0861971455814,136.00549095499377,22.947436795647604,249.06354511433995,0.0,309.1256363864926,745.490673696775,272.52957945631033,1218.4517679372398,21.268998141063435,1469.7123492524865,785.35319484099,669.2224506801706,901.4839390018094,607.5279928447352,963.1783968372448,87.3874516776276,13.26198681830256,161.51291653695262,0.0,200.89206974346905
2028-09-01,439.90005390953326,379.51718675954754,500.28292105951897,347.43878858611765,532.3613192329489,208.24772307488945,43.65637676095997,372.8390693888189,0.0,460.27822211809394,86.72921849415292,23.335829658489494,150.12260732981633,0.0,183.80034514876252,138.61485530587507,66.59938047747872,210.63033013427142,28.34115947489316,248.88855113685696,51.01623296606368,13.968720463324402,88.06374546880296,0.0,107.7452364858832,436.915801839458,176.86505687653994,696.9665468023761,38.71309861498975,835.1185050639262,132.73755046095206,17.678313435187206,247.79678748671694,0.0,308.9220071566545,741.3034217284937,259.9706847482499,1222.6361587087376,4.262668227495283,1478.344175229492,782.6034365848319,664.4171214414132,900.7897517282506,601.6306415214721,963.5762316481918,86.58542897215438,11.147907122774214,162.02295082153455,0.0,202.09913430401775
2028-10-01,436.4059529971956,374.9908253096117,497.8210806847795,342.36403872558276,530.4478672688084,206.73071818308935,39.325640762155615,374.1357956040231,0.0,463.0697429838941,86.13744688137933,21.660331870919876,150.61456189183878,0.0,184.8680292411454,138.83442651132447,65.5878287457364,212.08102427691253,26.675573682767734,250.9932793398812,49.92177746969803,12.240928277633266,87.6026266617628,0.0,107.62057779504718,436.07148493620656,171.57510606306948,700.5678638093436,31.0614047867154,841.0815650856978,129.9460330266933,12.91982895425221,246.9722370991344,0.0,309.1424080126187,737.0304508189736,247.4692077526463,1226.5916938853009,0.0,1486.6711042642874,776.9502853688116,656.743544979542,897.1570257580812,592.8837141477426,961.0168565898806,85.85822379090283,9.131078236409607,162.58536934539603,0.0,203.34666542122056
